"UQNO","Q13GENDER","Q14AGE","Q15POPULATION","Q16MARITALSTATUS","Q24APDWRK","Education_Status","Province","Geo_type_code"
160100720000014400,2,27,2,2,1,4,1,3
160100720000014400,1,29,2,2,1,4,1,3
160100720000014400,1,8,2,5,NA,2,1,3
160100720000014400,1,6,2,5,NA,1,1,3
160100880000003296,2,27,4,5,2,6,1,1
160100880000005312,2,66,4,4,1,6,1,1
160100880000009312,2,59,4,4,1,5,1,1
160100880000011296,2,62,4,1,2,6,1,1
160100880000013312,2,73,4,3,2,5,1,1
1.601009e+17,2,64,4,4,2,5,1,1
160100900000002304,1,55,2,1,1,6,1,1
160100900000002304,2,50,2,1,2,6,1,1
160100900000004416,1,44,4,1,1,6,1,1
160100900000004416,2,41,4,1,1,5,1,1
160100900000004416,1,17,4,5,2,4,1,1
160100900000004416,1,12,4,5,NA,2,1,1
160100900000012800,2,77,4,3,2,5,1,1
160101020000001696,1,58,2,1,1,6,1,1
160101020000001696,2,61,2,1,2,6,1,1
160101020000010400,2,82,2,3,2,4,1,1
160101020000013312,2,61,2,3,2,4,1,1
160101020000016192,2,51,2,3,1,5,1,1
160101430000003808,2,57,2,5,2,3,1,1
160101430000003808,2,12,2,5,NA,2,1,1
160101430000006112,1,34,2,5,2,4,1,1
160101430000006112,2,13,2,5,NA,2,1,1
160101430000008416,2,78,2,3,2,2,1,1
160101430000008416,1,13,2,5,NA,2,1,1
160101430000010688,2,41,2,5,1,4,1,1
160101430000010688,1,7,2,5,NA,1,1,1
160101430000012992,2,36,2,5,1,4,1,1
160101430000012992,2,16,2,5,2,4,1,1
160101430000015296,2,39,2,5,2,4,1,1
161100350000004416,1,43,2,2,1,5,1,1
161100350000004416,2,37,2,2,2,4,1,1
161100350000004416,1,15,2,5,2,4,1,1
161100350000004416,2,10,2,5,NA,2,1,1
161100520000017088,2,50,4,1,2,6,1,3
161100520000030496,2,30,4,5,1,6,1,3
161100800000000512,1,41,2,5,2,4,1,1
161100800000000512,1,16,2,5,2,4,1,1
161100800000002912,1,48,1,1,1,4,1,1
161100800000002912,2,41,1,1,1,4,1,1
162100840000008896,1,30,2,5,2,4,1,1
162100910000001600,1,56,2,1,1,4,1,1
162100910000001600,2,12,2,5,NA,2,1,1
162100910000001600,1,7,2,5,NA,2,1,1
162100910000001600,1,3,2,5,NA,1,1,1
162100910000003712,2,50,2,1,2,4,1,1
163100380000004192,1,34,4,1,1,6,1,1
163100380000004192,2,32,4,1,1,6,1,1
163100380000006912,1,62,4,1,2,5,1,1
163100380000015008,1,71,4,1,2,6,1,1
163100380000015008,2,68,4,1,2,5,1,1
163100380000020416,1,68,4,1,2,5,1,1
163100380000020416,2,65,4,1,2,5,1,1
163100380000025792,2,64,4,4,2,4,1,1
163100380000028512,1,80,4,1,2,6,1,1
163100380000028512,2,69,4,1,2,5,1,1
163100380000033888,1,56,4,1,2,6,1,1
163100380000033888,2,57,4,1,2,6,1,1
163101150000006400,1,34,2,2,1,4,1,1
163101150000006400,2,53,2,2,2,4,1,1
163101150000006400,2,15,2,5,2,3,1,1
163101150000006400,1,14,2,5,NA,2,1,1
163101150000006400,2,11,2,5,NA,2,1,1
163101150000006400,2,6,2,5,NA,2,1,1
163101150000007904,1,56,2,2,2,4,1,1
163101150000007904,2,46,2,2,1,3,1,1
163101150000007904,1,3,2,5,NA,1,1,1
163101150000013888,1,36,2,1,1,5,1,1
163101150000013888,2,31,2,1,1,5,1,1
163101150000013888,1,12,2,5,NA,2,1,1
163101150000013888,1,5,2,5,NA,1,1,1
163101150000019904,2,41,1,5,1,5,1,1
163101150000019904,2,20,1,5,2,5,1,1
163101150000019904,1,5,1,5,NA,1,1,1
163101150000019904,2,2,1,5,NA,1,1,1
163101450000001504,1,42,1,1,1,4,1,1
163101450000001504,2,42,1,1,2,4,1,1
163101450000001504,2,23,1,5,2,4,1,1
163101450000001504,1,9,1,5,NA,2,1,1
163101450000001504,1,0,1,5,NA,1,1,1
163101450000005888,1,32,1,5,2,5,1,1
163102560000009696,2,40,1,3,1,5,1,1
163102560000009696,2,27,1,5,2,6,1,1
163102560000009696,2,20,1,5,2,5,1,1
163102560000009696,1,12,1,5,NA,2,1,1
163102560000009696,2,5,1,5,NA,1,1,1
163102560000013216,1,45,1,1,2,4,1,1
163102560000013216,2,47,1,1,1,3,1,1
163102560000013216,1,22,1,5,2,4,1,1
163102560000013216,1,6,1,5,NA,1,1,1
163102560000013216,2,14,1,5,NA,4,1,1
164100020000003904,2,46,2,4,2,4,1,1
164100020000003904,2,9,2,5,NA,2,1,1
164100020000003904,1,19,2,2,2,4,1,1
164100020000003904,2,19,2,2,2,4,1,1
164100020000015904,1,49,2,1,1,4,1,1
164100020000015904,2,48,2,1,2,5,1,1
164100020000015904,2,25,2,5,1,5,1,1
164100020000015904,2,19,2,5,2,4,1,1
164100020000015904,2,12,2,5,NA,2,1,1
164100020000018304,2,31,2,1,2,4,1,1
164100020000018304,1,8,2,5,NA,2,1,1
164100020000018304,1,5,2,5,NA,1,1,1
164100020000020704,1,56,2,3,2,3,1,1
164100020000020704,2,6,2,5,NA,1,1,1
164100020000025504,1,51,2,1,1,5,1,1
164100020000025504,2,49,2,1,1,5,1,1
164100020000025504,2,26,2,5,1,5,1,1
164100020000025504,1,20,2,5,2,4,1,1
164100020000025504,1,15,2,5,2,4,1,1
164100090000005312,2,47,1,5,2,4,1,1
164100090000005312,2,15,1,5,2,4,1,1
164100090000005312,2,8,1,5,NA,1,1,1
164100090000008288,2,44,2,2,1,4,1,1
164100090000008288,2,12,2,5,NA,2,1,1
164100090000011296,2,35,2,1,2,4,1,1
164100090000011296,2,15,2,5,2,4,1,1
164100090000020288,2,52,2,5,2,2,1,1
164100090000020288,1,23,2,5,2,5,1,1
164100090000020288,1,9,2,5,NA,2,1,1
164100090000020288,1,1,2,5,NA,1,1,1
164100090000020288,1,1,2,5,NA,1,1,1
164100090000029312,2,60,2,5,2,2,1,1
164100470000011904,1,52,2,1,2,4,1,1
164100470000011904,2,47,2,1,2,2,1,1
164100470000011904,1,18,2,5,2,2,1,1
164100470000011904,1,14,2,5,NA,2,1,1
164100470000011904,1,11,2,5,NA,2,1,1
164100470000011904,1,11,2,5,NA,2,1,1
164100470000011904,2,23,2,5,1,4,1,1
164100470000011904,1,3,2,5,NA,1,1,1
164100600000019808,1,40,2,1,1,3,1,3
164100600000019808,2,36,2,1,1,4,1,3
164100600000019808,2,20,2,5,1,3,1,3
164100600000019808,1,13,2,5,NA,2,1,3
164100600000019808,2,0,2,5,NA,1,1,3
164100600000053408,2,81,2,3,2,1,1,3
164100600000053408,2,46,2,5,1,4,1,3
164100600000053408,1,28,2,5,1,3,1,3
164100600000053408,2,15,2,5,2,4,1,3
164100880000004896,1,47,1,2,1,2,1,1
164100880000004896,2,43,1,2,2,4,1,1
164100880000021888,2,43,1,1,2,4,1,1
164100880000021888,1,40,1,5,2,5,1,1
164100880000021888,1,14,1,5,NA,3,1,1
164100880000028704,2,33,2,2,2,5,1,1
164100880000028704,2,35,2,2,2,5,1,1
164100880000028704,2,1,2,5,NA,1,1,1
164100880000028704,1,12,2,5,NA,2,1,1
164101030000088704,1,54,1,1,1,4,1,1
164101030000088704,2,42,1,1,1,6,1,1
164101030000088704,1,15,1,5,2,4,1,1
164101030000088704,2,8,1,5,NA,2,1,1
164101030000141216,1,38,1,1,1,4,1,1
164101030000141216,2,36,1,1,1,4,1,1
164101030000141216,1,15,1,5,2,2,1,1
164101030000141216,1,10,1,5,NA,2,1,1
164101030000141216,1,3,1,5,NA,1,1,1
164101030000204192,1,40,1,5,2,2,1,1
164101030000214688,2,59,1,5,2,1,1,1
164101560000001216,1,56,4,1,2,5,1,3
164101560000001216,2,52,4,1,2,6,1,3
164101560000003392,2,58,2,3,1,1,1,3
164101560000010016,1,57,2,2,1,2,1,3
164101560000010016,2,55,2,2,2,2,1,3
164101560000010016,1,23,2,5,1,4,1,3
164101560000016608,1,34,2,2,1,4,1,3
164101560000016608,2,28,2,2,1,4,1,3
164101560000016608,1,13,2,5,NA,4,1,3
164101560000016608,1,7,2,5,NA,2,1,3
164101560000016608,1,2,2,5,NA,1,1,3
164101560000016608,2,63,2,1,2,1,1,3
164101560000016608,1,57,2,1,2,2,1,3
164101560000016608,1,37,2,5,1,5,1,3
165100370000002400,1,53,2,5,2,3,1,1
165100370000002400,1,19,2,5,2,4,1,1
165100370000002400,2,12,2,5,NA,2,1,1
165100370000005216,2,60,2,5,2,4,1,1
165100370000005216,1,53,2,5,1,4,1,1
165100370000013600,2,42,2,5,2,6,1,1
165100370000013600,1,20,2,5,2,4,1,1
165100370000013600,2,8,2,5,NA,2,1,1
165100600000002304,1,66,4,1,2,4,1,1
165100600000002304,2,64,4,1,2,4,1,1
165100600000005216,1,35,2,1,1,5,1,1
165100600000005216,2,31,2,1,1,6,1,1
165100600000005216,2,6,2,5,NA,1,1,1
165100600000016800,2,45,4,2,1,6,1,1
165100600000016800,1,37,4,2,2,5,1,1
165100600000016800,2,70,4,1,2,4,1,1
165100600000016800,1,74,4,1,2,4,1,1
165100600000016800,2,15,4,5,2,4,1,1
165101210000002016,2,38,1,5,1,4,1,1
165101210000002016,2,20,1,5,2,5,1,1
165101210000002016,1,10,1,5,NA,2,1,1
165101300000012896,2,51,2,3,1,4,1,1
165101300000012896,1,24,2,5,1,5,1,1
165101300000012896,1,18,2,5,2,4,1,1
165101300000012896,2,16,2,5,2,4,1,1
165101300000017504,1,54,2,1,1,5,1,1
165101300000017504,2,55,2,1,1,5,1,1
165101300000017504,1,20,2,5,1,5,1,1
165101640000016896,1,56,2,1,1,4,1,3
165101640000016896,2,41,2,1,1,5,1,3
165101640000016896,1,21,2,5,1,4,1,3
165101640000016896,2,21,2,5,1,4,1,3
165101640000016896,2,13,2,5,NA,2,1,3
165101640000016896,2,3,2,5,NA,1,1,3
165101640000016896,2,1,2,5,NA,1,1,3
166100060000005600,1,33,4,1,1,6,1,1
166100060000005600,2,29,4,1,1,6,1,1
166100060000005600,2,6,4,5,NA,1,1,1
166100060000016416,1,66,4,1,2,5,1,1
166100060000016416,2,61,4,1,2,5,1,1
166100060000023616,1,62,4,1,2,5,1,1
166100060000023616,2,59,4,1,2,6,1,1
166100060000023616,2,30,4,5,2,6,1,1
166100410000002400,1,48,2,1,1,4,1,1
166100410000002400,2,48,2,1,1,4,1,1
166100410000002400,2,21,2,5,2,5,1,1
166100410000002400,2,8,2,5,NA,1,1,1
166100410000007808,1,27,2,1,1,4,1,1
166100410000007808,2,38,2,1,1,4,1,1
166100410000007808,1,6,2,5,NA,2,1,1
166100410000007808,2,3,2,5,NA,1,1,1
166100410000013216,1,39,2,1,1,5,1,1
166100410000013216,2,43,2,1,1,6,1,1
166100410000015904,1,45,2,1,1,6,1,1
166100410000015904,2,40,2,1,1,6,1,1
166100410000015904,2,8,2,5,NA,2,1,1
166100410000018592,1,30,2,1,1,6,1,1
166100410000018592,2,28,2,1,2,6,1,1
166100410000021312,2,46,2,5,1,6,1,1
166100410000021312,1,66,2,1,2,4,1,1
166100410000021312,2,64,2,1,2,4,1,1
166100410000021312,2,29,2,5,1,6,1,1
166100410000021312,2,7,2,5,NA,1,1,1
166100410000021312,2,29,2,5,2,5,1,1
166100410000021312,1,11,2,5,NA,2,1,1
166100410000021312,1,0,2,5,NA,1,1,1
166100410000024000,1,54,2,1,2,6,1,1
166100410000024000,2,40,2,1,1,6,1,1
166100830000006496,2,55,1,5,2,4,1,1
166100830000006496,2,52,1,4,2,4,1,1
166100830000020896,1,38,1,2,1,2,1,1
166100830000020896,2,31,1,2,1,5,1,1
166101480000007104,1,56,4,1,2,6,1,1
166101480000007104,2,52,4,1,2,6,1,1
166102300000033504,1,55,2,1,2,4,1,1
166102300000033504,2,60,2,1,2,2,1,1
166102300000039200,2,62,2,5,2,2,1,1
166102300000039200,1,38,2,5,2,2,1,1
166102300000044896,1,57,2,2,1,2,1,1
166102300000044896,2,58,2,2,2,2,1,1
166102300000050592,1,44,2,2,2,4,1,1
166102300000050592,2,38,2,2,1,4,1,1
1.6610266008e+17,1,40,1,1,1,4,1,1
1.6610266008e+17,2,30,1,1,2,4,1,1
1.6610266008e+17,2,10,1,5,NA,2,1,1
1.6610266008e+17,2,8,1,5,NA,2,1,1
1.6610266008e+17,2,2,1,5,NA,1,1,1
166102670000008800,1,26,1,5,2,5,1,1
166102670000024416,1,62,1,3,2,4,1,1
166102670000028288,2,37,1,3,1,5,1,1
166102670000028288,2,11,1,5,NA,2,1,1
166102670000028288,1,4,1,5,NA,1,1,1
166102670000040000,2,54,1,5,2,3,1,1
166102670000040000,1,13,1,5,NA,4,1,1
166102670000040000,1,4,1,5,NA,1,1,1
166102760000007904,2,69,2,3,2,4,1,1
166102760000007904,2,51,2,5,1,5,1,1
166102760000007904,2,48,2,5,2,3,1,1
166102760000007904,1,33,2,5,2,4,1,1
166102760000007904,2,31,2,5,2,4,1,1
166102760000007904,2,29,2,5,1,5,1,1
166102760000007904,1,28,2,5,1,4,1,1
166102760000007904,1,28,2,5,1,4,1,1
166102760000007904,2,17,2,5,2,4,1,1
166102760000007904,1,7,2,5,NA,2,1,1
166102760000007904,1,4,2,5,NA,1,1,1
166102760000010912,2,53,2,5,2,4,1,1
166102760000010912,2,79,2,3,2,2,1,1
166102760000016896,1,56,1,1,2,6,1,1
166102760000016896,2,54,1,1,2,6,1,1
166102760000016896,1,19,1,5,2,5,1,1
166102760000025888,1,81,2,1,2,2,1,1
166102760000025888,2,73,2,1,2,1,1,1
166102760000031904,1,71,2,3,2,4,1,1
166102760000031904,2,49,2,5,1,4,1,1
166102760000031904,2,26,2,5,1,6,1,1
166102830000002016,1,45,2,1,2,4,1,1
166102830000002016,2,38,2,1,1,6,1,1
166102830000002016,1,18,2,5,2,5,1,1
166102830000002016,2,10,2,5,NA,2,1,1
166102830000010400,1,52,2,1,1,6,1,1
166102830000010400,2,51,2,1,1,6,1,1
166102830000010400,1,33,2,1,1,6,1,1
166102830000010400,2,28,2,1,2,5,1,1
166102830000010400,1,1,2,5,NA,1,1,1
166102830000012512,2,76,2,3,2,4,1,1
166102830000012512,2,51,2,5,2,2,1,1
166102830000012512,2,26,2,5,2,5,1,1
166102830000012512,2,17,2,5,2,7,1,1
166102830000012512,1,6,2,5,NA,1,1,1
166102830000012512,2,1,2,5,NA,1,1,1
166102850000004192,1,56,1,1,2,4,1,1
166102850000004192,2,45,1,1,2,4,1,1
166102850000004192,2,19,1,5,2,4,1,1
166102850000004192,2,9,1,5,NA,2,1,1
166102850000012000,2,30,1,5,2,4,1,1
166102850000012000,1,34,1,5,1,4,1,1
166102850000022400,1,52,1,1,2,4,1,1
166102850000022400,2,47,1,1,1,4,1,1
166102850000022400,2,24,1,5,2,5,1,1
166102850000022400,2,19,1,5,2,4,1,1
166102850000022400,1,16,1,5,2,3,1,1
166102850000022400,1,10,1,5,NA,2,1,1
166102950000000704,1,66,2,1,2,4,1,1
166102950000000704,2,59,2,1,2,4,1,1
166102950000003616,2,36,2,1,1,4,1,1
166102950000003616,2,9,2,5,NA,2,1,1
166102950000003616,2,1,2,5,NA,1,1,1
166102950000006496,2,68,2,5,2,2,1,1
166102950000006496,1,69,2,4,2,3,1,1
166102950000006496,2,18,2,5,2,5,1,1
166102950000006496,2,11,2,5,NA,2,1,1
166102950000018112,2,29,2,5,2,4,1,1
166102950000018112,2,7,2,5,NA,2,1,1
166102950000018112,1,12,2,5,NA,2,1,1
166102950000018112,1,3,2,5,NA,1,1,1
166103680000004288,2,61,2,4,1,4,1,1
166103680000013888,1,35,2,1,1,5,1,1
166103680000013888,2,35,2,1,2,5,1,1
166103680000013888,1,6,2,5,NA,1,1,1
166103680000013888,1,1,2,5,NA,1,1,1
166103680000021088,2,44,2,4,1,4,1,1
166103680000021088,1,16,2,5,2,4,1,1
166103680000021088,1,10,2,5,NA,2,1,1
166103680000023488,1,44,1,1,1,3,1,1
166103680000023488,2,43,1,1,1,4,1,1
167100390000004704,1,69,4,1,1,5,1,1
167100390000004704,2,66,4,1,2,5,1,1
167100390000007104,1,45,4,1,1,5,1,1
167100390000007104,2,46,4,1,1,6,1,1
167100390000007104,2,22,4,5,2,4,1,1
167100390000007104,1,15,4,5,2,4,1,1
167100390000007104,1,12,4,5,NA,2,1,1
167100390000007104,2,72,4,3,2,6,1,1
167100390000009504,1,40,4,1,1,6,1,1
167100390000009504,2,39,4,1,1,6,1,1
167100390000009504,1,6,4,5,NA,1,1,1
167100390000009504,2,3,4,5,NA,1,1,1
167100390000011904,1,50,4,1,2,6,1,1
167100390000011904,2,46,4,1,1,6,1,1
167100390000011904,2,13,4,5,NA,3,1,1
167100390000011904,2,10,4,5,NA,2,1,1
167100390000011904,2,10,4,5,NA,2,1,1
167100390000014304,1,44,4,2,1,5,1,1
167100390000014304,2,45,4,2,1,6,1,1
167100390000016704,1,32,4,1,1,6,1,1
167100390000016704,2,31,4,1,2,6,1,1
167100390000016704,2,3,4,5,NA,1,1,1
167100390000016704,2,0,4,5,NA,1,1,1
167100390000019104,1,47,4,1,1,6,1,1
167100390000019104,2,46,4,1,2,6,1,1
167100390000019104,1,11,4,5,NA,2,1,1
167100390000019104,2,9,4,5,NA,2,1,1
167100390000021504,1,77,4,1,2,5,1,1
167100390000021504,2,72,4,1,2,5,1,1
167100390000026304,1,56,4,1,1,5,1,1
167100390000026304,2,61,4,1,1,5,1,1
167100390000026304,2,29,4,5,2,6,1,1
1.6710069e+17,1,43,2,1,2,4,1,1
1.6710069e+17,2,47,2,1,1,5,1,1
1.6710069e+17,1,15,2,5,2,4,1,1
1.6710069e+17,2,12,2,5,NA,2,1,1
167101440000002688,1,51,2,1,1,3,1,1
167101440000002688,2,45,2,1,1,4,1,1
167101440000002688,2,21,2,5,2,5,1,1
167101440000002688,1,15,2,5,2,4,1,1
167101440000013504,2,49,2,5,1,4,1,1
167101440000013504,2,41,2,5,2,5,1,1
167101440000013504,2,20,2,5,2,5,1,1
167101440000013504,1,17,2,5,2,4,1,1
167101440000013504,2,11,2,5,NA,2,1,1
167101440000020704,1,56,2,1,2,2,1,1
167101440000020704,2,46,2,1,1,1,1,1
167101440000020704,2,17,2,5,2,4,1,1
167101440000020704,1,13,2,5,NA,3,1,1
167101440000020704,2,9,2,5,NA,2,1,1
167101440000020704,1,6,2,5,NA,1,1,1
167101930000014400,1,60,2,1,1,6,1,1
167101930000014400,2,61,2,1,2,4,1,1
167101930000014400,2,25,2,5,2,5,1,1
167101930000014400,2,25,2,5,2,6,1,1
167101930000024608,1,75,2,1,2,6,1,1
167101930000024608,2,72,2,1,2,4,1,1
167101940000006304,1,40,2,1,1,6,1,1
167101940000006304,2,37,2,1,1,6,1,1
167101940000006304,2,7,2,5,NA,2,1,1
167101940000006304,2,5,2,5,NA,1,1,1
167101940000011104,2,74,2,3,2,5,1,1
167101940000011104,1,45,2,1,1,5,1,1
167101940000011104,2,43,2,1,1,5,1,1
167101940000011104,1,6,2,5,NA,1,1,1
167101940000013504,1,49,2,1,1,5,1,1
167101940000013504,2,49,2,1,2,5,1,1
167101940000013504,2,20,2,5,2,5,1,1
167101940000013504,2,15,2,5,2,4,1,1
167101940000013504,1,12,2,5,NA,4,1,1
167102430000005600,1,58,1,2,2,4,1,1
167102430000005600,2,47,1,2,1,4,1,1
167102430000005600,2,17,1,5,2,4,1,1
167102430000008416,2,32,1,5,1,5,1,1
167102430000008416,2,15,1,5,2,3,1,1
167102430000008416,2,3,1,5,NA,1,1,1
167102430000014016,1,34,2,1,2,4,1,1
167102430000014016,2,34,2,1,1,5,1,1
167102430000016800,1,33,2,1,2,5,1,1
167102430000016800,2,33,2,1,2,4,1,1
167102430000016800,1,1,2,5,NA,1,1,1
167102530100002304,2,42,1,5,1,4,1,1
167102530100002304,1,15,1,5,2,4,1,1
167102530100002304,1,2,1,5,NA,1,1,1
167103130000000704,1,51,2,1,1,4,1,1
167103130000000704,2,52,2,1,1,4,1,1
167103130000000704,2,22,2,5,2,4,1,1
167103130000000704,1,8,2,5,NA,2,1,1
167103130000000704,1,14,2,5,NA,4,1,1
167103130000013504,1,59,2,1,2,4,1,1
167103130000013504,2,55,2,1,2,3,1,1
167103130000013504,1,36,2,5,2,3,1,1
167103130000013504,2,28,2,5,1,5,1,1
167103130000015104,1,23,2,2,1,4,1,1
167103130000015104,2,29,2,2,2,4,1,1
167103130000015104,1,8,2,5,NA,2,1,1
167103130000015104,2,2,2,5,NA,1,1,1
168100020000031392,1,58,4,1,1,5,1,3
168100020000031392,2,51,4,1,2,6,1,3
168100020000031392,1,14,4,5,NA,4,1,3
168100020000031392,2,10,4,5,NA,2,1,3
168100020000036704,1,35,4,1,2,5,1,3
168100020000036704,2,33,4,1,2,6,1,3
168100020000036704,1,5,4,5,NA,1,1,3
168100020000036704,1,3,4,5,NA,1,1,3
168100800000021696,1,49,2,2,2,6,1,1
168100800000021696,2,38,2,2,1,5,1,1
168100800000021696,2,11,2,5,NA,2,1,1
1.6810149e+17,1,45,4,1,1,5,1,3
1.6810149e+17,2,42,4,1,1,6,1,3
1.6810149e+17,1,7,4,5,NA,2,1,3
1.6810149e+17,1,3,4,5,NA,1,1,3
168101900000045888,1,42,2,2,1,4,1,3
168101900000045888,2,37,2,2,1,4,1,3
168101900000045888,2,8,2,5,NA,1,1,3
168101900000045888,1,19,2,5,1,4,1,3
168101900000055488,1,53,2,1,1,4,1,3
168101900000055488,2,53,2,1,1,4,1,3
168102050000006304,1,54,2,5,2,5,1,1
168102050000006304,1,57,2,4,2,6,1,1
169100600000018496,1,66,2,3,2,2,1,1
169100600000018496,1,28,2,5,2,4,1,1
169100600000018496,2,26,2,5,1,4,1,1
169100600000018496,1,9,2,5,NA,2,1,1
169101180000002112,2,37,2,1,1,6,1,1
169101180000002112,1,34,2,1,1,5,1,1
169101180000002112,2,8,2,5,NA,2,1,1
169101180000002112,2,5,2,5,NA,1,1,1
169101180000007904,2,58,2,1,2,4,1,1
169101180000007904,2,23,2,5,2,3,1,1
169101180000010816,1,55,2,1,1,4,1,1
169101180000010816,2,54,2,1,2,3,1,1
169101180000010816,2,28,2,5,1,2,1,1
169101180000010816,1,26,2,5,1,5,1,1
169101180000016608,1,39,2,1,1,5,1,1
169101180000016608,2,39,2,1,1,5,1,1
169101180000016608,2,18,2,5,2,4,1,1
169101180000016608,1,10,2,5,NA,2,1,1
169101390000008000,1,59,2,1,2,5,1,1
169101390000008000,2,59,2,1,1,6,1,1
169101390000010112,2,62,2,3,2,3,1,1
169101390000010112,1,40,2,5,1,5,1,1
169101390000010112,2,37,2,5,1,4,1,1
169101390000010112,2,17,2,5,2,4,1,1
169101390000012192,2,51,2,5,1,5,1,1
169101390000012192,2,24,2,5,1,5,1,1
170100300000000608,2,45,2,4,2,4,1,1
170100300000000608,1,18,2,5,2,3,1,1
170100300000000608,2,15,2,5,2,4,1,1
170100700000010208,1,44,2,1,1,5,1,1
170100700000010208,2,41,2,1,2,5,1,1
170100700000010208,2,66,2,3,2,2,1,1
170100700000010208,2,21,2,5,2,5,1,1
170100700000010208,1,15,2,5,2,4,1,1
170100700000010208,1,35,2,5,2,5,1,1
170100700000012288,2,51,2,5,2,2,1,1
171100050000001696,2,64,2,5,2,4,1,1
171100050000003488,2,47,2,5,1,4,1,1
171100050000003488,2,30,2,5,2,4,1,1
171100050000003488,2,11,2,5,NA,2,1,1
171100050000003488,1,7,2,5,NA,2,1,1
171100050000003488,1,2,2,5,NA,1,1,1
171100050000008896,1,63,2,1,2,2,1,1
171100050000008896,2,60,2,1,2,2,1,1
171100050000008896,2,19,2,5,2,4,1,1
171100050000008896,1,16,2,5,2,4,1,1
171100050000012512,1,65,2,1,2,2,1,1
171100050000012512,2,66,2,1,2,2,1,1
171100050000014304,1,62,2,1,2,4,1,1
171100050000014304,2,62,2,1,2,4,1,1
171100050000014304,2,37,2,5,2,4,1,1
171100050000016096,1,34,2,1,1,5,1,1
171100050000016096,2,35,2,1,1,5,1,1
171100050000016096,1,1,2,5,NA,1,1,1
171100210000006816,1,66,2,2,2,4,1,1
171100210000006816,2,57,2,2,2,4,1,1
171100210000013600,2,74,2,1,2,3,1,1
171100210000013600,1,74,2,1,2,3,1,1
171100210000020416,1,31,2,1,1,4,1,1
171100210000020416,2,35,2,1,1,5,1,1
171100210000020416,1,7,2,5,NA,2,1,1
171100210000020416,1,0,2,5,NA,1,1,1
171100700000005088,1,23,2,5,2,4,1,1
171100700000019616,1,51,2,1,2,4,1,1
171100700000019616,2,54,2,1,2,5,1,1
171100700000019616,1,30,2,5,1,4,1,1
171100700000019616,2,28,2,5,2,4,1,1
171100700000019616,1,24,2,5,1,5,1,1
171100700000019616,2,8,2,5,NA,2,1,1
171100700000019616,1,4,2,5,NA,1,1,1
171100960000002400,1,77,4,1,2,6,1,1
171100960000002400,2,75,4,1,2,5,1,1
171100960000004192,1,70,4,1,2,6,1,1
171100960000004192,2,66,4,1,2,6,1,1
171100960000006016,1,65,4,1,2,5,1,1
171100960000006016,2,63,4,1,2,5,1,1
171100960000007808,1,72,4,1,2,5,1,1
171100960000007808,2,76,4,1,2,5,1,1
171101030000001088,1,67,4,1,2,6,1,1
171101030000001088,2,64,4,1,2,6,1,1
171101030000004096,1,31,4,2,2,6,1,1
171101030000004096,2,32,4,2,2,6,1,1
171101030000005600,1,32,4,1,1,5,1,1
171101030000005600,2,29,4,1,1,5,1,1
171101030000005600,2,11,4,5,NA,2,1,1
171101030000010112,1,73,2,1,2,5,1,1
171101030000010112,2,72,2,1,2,3,1,1
171101720000002592,2,45,2,1,1,6,1,1
171101720000002592,1,17,2,5,2,4,1,1
171101720000004288,1,37,2,5,1,5,1,1
171101720000006016,1,39,2,1,2,4,1,1
171101720000006016,2,41,2,1,2,5,1,1
171101720000006016,2,5,2,5,NA,1,1,1
171101820000002112,2,68,2,3,2,2,1,1
171101820000002112,1,51,2,5,2,4,1,1
171101820000004896,1,43,2,1,1,6,1,1
171101820000004896,2,31,2,1,2,5,1,1
171101820000004896,1,13,2,5,NA,3,1,1
171101820000004896,2,3,2,5,NA,1,1,1
173100690040001504,2,23,1,5,1,4,1,1
174100270000003008,1,55,2,1,1,1,1,1
174100270000003008,2,54,2,1,2,4,1,1
174100270000003008,1,13,2,5,NA,3,1,1
174100270000007008,2,59,2,5,1,4,1,1
174100270000007008,2,12,2,5,NA,3,1,1
174100270000011008,1,30,1,5,2,5,1,1
174100270000015008,2,39,2,1,1,5,1,1
174100270000023008,1,46,2,1,1,4,1,1
174100270000023008,2,37,2,1,2,4,1,1
174100270000023008,2,3,2,5,NA,1,1,1
174100270000023008,1,1,2,5,NA,1,1,1
174100270000027008,1,33,2,5,1,5,1,1
175101350000005408,1,52,2,4,1,5,1,1
175101350000011392,1,29,2,2,1,5,1,1
175101350000011392,2,28,2,2,1,5,1,1
175101350000011392,1,0,2,5,NA,1,1,1
1.7510145e+17,1,69,4,1,2,5,1,1
1.7510145e+17,2,68,4,1,2,5,1,1
175101450000002016,2,55,4,4,1,6,1,1
175101450000003808,2,51,4,4,1,6,1,1
175101450000011008,1,60,2,1,1,6,1,1
175101450000011008,2,57,2,1,1,6,1,1
175101450000012800,1,52,4,1,2,5,1,1
175101450000012800,2,48,4,1,1,6,1,1
176101450000014016,1,63,4,1,2,4,1,1
176101450000014016,2,58,4,1,2,4,1,1
176101510000012096,2,71,4,3,2,6,1,1
176101510000016288,2,77,4,3,2,5,1,1
176102280000009504,1,53,4,4,2,5,1,3
176102280000016896,2,77,4,3,2,4,1,3
176102280000020608,2,79,4,3,2,5,1,3
177100420000003392,1,43,1,2,2,5,1,1
177100420000003392,2,36,1,2,1,4,1,1
177100420000003392,1,16,1,5,2,4,1,1
